NOMBRE_ESTABLECIMIENTO,ROL_ESTABLECIMIENTO
ESCUELA RURAL COLONIA METRENQUEN,7661
ESCUELA RURAL SENDA SUR,7662
ESCUELA RURAL LOS COLONOS,7663
ESCUELA CAYENEL,7664
ESCUELA RURAL LA CHAMIZA,7665
CENTRO DE EDUCACION DE ADULTOS JOSE BERNARDO SUAREZ,7667
ESCUELA RURAL LA CAPILLA,7668
ESCUELA RURAL ILQUE,7669
ESCUELA RURAL CARE - CHILE,7670
ESCUELA RURAL LAGUNITAS,7671
ESCUEAL RURAL CHAICAS,7672
ESCUELA RURAL LOS PIONEROS DE SALTO CHICO,7673
ESCUELA RURAL TRAPEN,7675
ESCUELA RURAL CHINQUIHUE ALTO,7676
ESCUELA RURAL METRI,7677
ESCUELA RURAL HUELMO,7679
ESCUELA RURAL COLONIA EL GATO,7680
ESCUELA RURAL RIO CHICO,7681
ESCUELA RURAL LA PALOMA,7682
ESCUELA RURAL TEPUAL,7684
ESCUELA RURAL LA VARA,7685
ESCUELA RURAL MAILLEN-PUQUELDON,7686
ESCUELA RURAL LAUCA,7688
ESCUELA RURAL PICHIQUILLAIPE,7689
ESCUELA RURAL RIO BLANCO,7690
ESCUELA RURAL Â·PUNTILLA TENGLO,7691
ESCUELA RURAL PELLINES DEL SALTO,7693
ESCUELA RURAL ALTO BONITO,7694
ESCUELA RURAL SALTO GRANDE,7695
ESCUELA ANAHUAC,7696
ESCUELA RURAL CALETA LA ARENA,7698
COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ,7699
COLEGIO SAN FRANCISCO JAVIER,7700
COLEGIO ARRIARAN BARROS,7701
COLEGIO EJERCITO DE SALVACIÃN,7704
INSTITUTO POLITECNICO MARIA AUXILIADORA,7705
COLEGIO SANTO TOMAS DE PUERTO MONTT,7706
COLEGIO INMACULADA CONCEPCION,7707
COLEGIO SAN JOSE PUERTO MONTT,7709
ESCUELA PARTICULAR N. 197 SAN IGNACIO,7710
COLEGIO SAN ANTONIO,7712
ESCUELA PARTICULAR N. 193 NUEVA PANITAO,7714
INSTITUTO ALEMAN DE PUERTO MONTT,7717
THE AMERICAN SCHOOL,7718
LICEO PEDRO AGUIRRE CERDA,7720
COLEGIO ROSITA NOVARO DE NOVARO PUERTO VARAS,7722
ESCUELA GRUPO ESCOLAR,7723
COLEGIO NUEVA BRAUNAU,7724
ESCUELA RURAL COLONIA RIO SUR,7725
ESCUELA RURAL SANTA MARIA,7726
ESCUELA RURAL JOSE WERNER MEIXNER,7729
ESCUELA RURAL REINALDO RADDATZ HARRICH,7730
ESCUELA RURAL JANEQUEO,7732
ESCUELA RURAL HARDY MINTE BARTSCH,7738
ESCUELA RURAL ELLA MINTE DE ROTH,7739
ESCUELA RURAL EPSON DE ENSENADA,7740
ESCUELA RURAL RICARDO ROTH SCHUTZ,7741
COLEGIO GERMANIA DEL VERBO DIVINO,7742
COLEGIO FELMER NIKLITSCHEK,7743
COLEGIO INMACULADA CONCEPCION PUERTO VARAS,7744
ESCUELA PARTICULAR N.199 LINEA CRUZADA,7745
ESCUELA PARTICULAR N.203 ALBERTO DROPPELMANN,7749
ESCUELA PARTICULAR N.206 MARIA DOLORES,7752
ESCUELA BASICA FRONTERIZA JUAN SOLER MANFREDINI,7753
ESCUELA RURAL JOHN KENNEDY,7754
ESCUELA RURAL SOBERANIA,7755
ESCUELA RURAL CRISTO REY,7756
ESCUELA RURAL SANTA AGUEDA,7757
ESCUELA RURAL SAN ANTONIO,7758
ESCUELA RURAL CLOTILDE ALMONACID OLAVARRIA,7759
ESCUELA RURAL RIO PUELO,7760
ESCUELA RURAL LAS CAMELIAS,7761
ESCUELA RURAL ESTUARIO DE RELONCAVI,7762
ESCUELA RURAL CAPITÃN DE BANDADA CARLOS RODRIGUEZ PARIS,7763
ESCUELA RURAL LA PENINSULA,7765
ESCUELA RURAL CANUTILLAR,7767
ESCUELA RURAL PASO EL BOLSON,7768
ESCUELA RURAL LITORAL DE LLAGUEPE,7769
ESCUELA RURAL SANTA TERESITA DE LOS ANDES,7770
LICEO POLITECNICO CALBUCO,7772
ESCUELA EULOGIO GOYCOLEA GARAY,7773
ESCUELA RURAL SAN RAFAEL,7774
ESCUELA RURAL PARGUA,7775
ESCUELA RURAL EL SEMBRADOR,7776
ESCUELA RURAL EL ROSARIO,7777
ESCUELA RURAL ESTERO HUITO,7779
ESCUELA RURAL QUEULLIN,7782
ESCUELA RURAL CHAUQUEAR,7783
ESCUELA RURAL LOS PINIS,7784
ESCUELA RURAL QUETROLAUQUEN,7785
ESCUELA RURAL DAITAO,7786
ESCUELA RURAL QUENU,7787
ESCUELA RURAL CHAYAHUE,7788
ESCUELA RURAL ALONSO DE ERCILLA,7789
ESCUELA RURAL SOL DEL PACIFICO,7790
ESCUELA RURAL AGUANTAO,7791
ESCUELA RURAL MARIO MORALES BECA,7793
ESCUELA RURAL EL FARO ILTO,7794
ESCUELA RURAL EL DAO,7798
ESCUELA RURAL MI PATRIA,7799
ESCUELA RURAL PUTENIO,7801
ESCUELA RURAL SAN JOSE,7802
ESCUELA RURAL SAN AGUSTIN,7803
ESCUELA RURAL LA POZA,7804
ESCUELA RURAL PEDRO BARRIENTOS BARRIENTOS,7805
ESCUELA RURAL EL ESTERO RULO,7806
ESCUELA RURAL DOLORES CATTIN FAUNDEZ,7807
ESCUELA RURAL LA CAMPANA,7808
ESCUELA RURAL ISLA CHIDHUAPI,7809
ESCUELA RURAL SAN ANTONIO,7810
ESCUELA RURAL LOS BAJOS DE MAYELHUE,7811
ESCUELA RURAL CARMEN MIRANDA NAVARRO,7812
ESCUELA RURAL HUAPI ABTAO,7815
ESCUELA RURAL SIETE COLINAS,7816
ESCUELA RURAL PEÃASMO,7818
ESCUELA RURAL EL AVELLANAL,7819
ESCUELA RURAL CHUCAGUA,7820
ESCUELA RURAL ISLA TABON,7821
ESCUELA RURAL MACHIL,7822
ESCUELA RURAL EL YALE,7823
ESCUELA RURAL HUAYUN BAJO,7824
ESCUELA LIBERTADOR GENERAL BERNARDO OÂ´HIGGINS RIQUELME,7825
COLEGIO SAN MIGUEL,7826
LICEO CAPITAN DE FRAGATA FRANCISCO VIDAL GORMAZ,7830
ESCUELA RURAL FRANCISCO CORTES OJEDA,7832
ESCUELA JOSE ABELARDO NUÃEZ,7833
ESCUELA ENCARNACION OLIVARES,7834
ESCUELA RURAL DORILA AGUILA AGUILAR,7836
ESCUELA RURAL PADRE NELSON AGUILAR ESPAÃA,7837
ESCUELA RURAL  TEOFISTO CARCAMO SERON,7839
ESCUELA RURAL CHUYAGUEN,7847
ESCUELA RURAL LOS ARCES,7850
ESCUELA RURAL JUANITA FERNANDEZ,7852
ESCUELA RURAL JUANITA GALLARDO,7854
ESCUELA RURAL PUELPUN,7855
ESCUELA RURAL ASTILLEROS,7856
ESCUELA RURAL FRANCISCO HERNANDEZ NAVARRO,7858
ESCUELA RURAL MARIO ENRIQUE GUZMAN ACEVEDO,7860
ESCUELA RURAL EL JARDIN DE OLMOPULLI,7861
ESCUELA RURAL SAN JORGE,7864
ESCUELA RURAL HILDA HUNQUEN,7866
ESCUELA RURAL LOS PINOS DEL EMPALME,7868
ESCUELA PARTICULAR N.211 LAS ENCINAS,7871
COLEGIO DE DIFUSION ARTISTICA LOS ULMOS,7872
ESCUELA RURAL CAÃITAS,7874
ESCUELA RURAL PALIHUE,7878
ESCUELA RURAL QUILLAGUA,7879
ESCUELA RURAL HUAUTRUNES,7881
ESCUELA RURAL CARACOL,7887
ESCUELA RURAL SAN CARLOS,7891
ESCUELA RURAL PARAGUAY CHICO EL GATO,7894
ESCUELA RURAL ESTAQUILLA,7896
ESCUELA RURAL MANUEL GATICA ARRIAGADA,7897
ESCUELA RURAL EL MELI,7898
ESCUELA RURAL EL SARAOS,7901
ESCUELA RURAL EL ÃADY,7903
ESCUELA RURAL SERENA ESPERANZA,7904
ESCUELA RURAL PARAGUAY CHICO,7905
COLEGIO RAMON ANGEL JARA,7907
ESCUELA PARTICULAR N.216 MIRAMAR,7908
ESCUELA PARTICULAR N.212 LA ESPERANZA,7910
ESCUELA PARTICULAR N.213 EL LAUREL,7911
ESCUELA PARTICULAR N.217 MIRAMAR BAJO,7915
ESCUELA PARTICULAR N.219 CORDILLERA VIEJA,7917
ESCUELA PARTICULAR N.220 FUNDO LA PALOMA,7918
ESCUELA PARTICULAR N.221 ESTAQUILLA BAJO,7919
ESCUELA PARTICULAR N.232 EL PROGRESO,7922
ESCUELA RURAL SAN ANDRES,7924
ESCUELA RURAL CAU-CAU,7927
ESCUELA BASICA AGRICOLA HUEMPELEO,7929
ESCUELA RURAL LUCILA GODOY ALCAYAGA,7930
ESCUELA RURAL PATO LLICO,7931
ESCUELA RURAL OLGA SOTO ALVARADO,7933
ESCUELA RURAL RINCONADA,7936
ESCUELA RURAL ENTRE RIOS,7938
ESCUELA RURAL LINEA SIN NOMBRE,7939
ESCUELA RURAL PARGA,7940
LICEO CARLOS IBAÃEZ DEL CAMPO,7941
COLEGIO PURISIMO CORAZON DE MARIA,7942
ESCUELA RURAL SANTA MONICA,7944
ESCUELA RURAL EL PEUCHEN,7945
ESCUELA PARTICULAR N. 224 PICHI MAULE,7946
ESCUELA PARTICULAR N. 225 LA ARAÃA,7947
ESCUELA PARTICULAR N. 226 LAS CUYAS,7948
ESCUELA PARTICULAR N. 227 EL TRAIGUEN,7949
ESCUELA PARTICULAR N. 228 EL PATO DE LLICO,7950
ESCUELA PARTICULAR N. 230 LA ESPERANZA,7952
ESCUELA PARTICULAR N. 231 SAN ANTONIO,7953
ESCUELA PARTICULAR N. 233 EL REPIL,7954
LICEO POLITECNICO HOLANDA,7956
ESCUELA INES GALLARDO ALVARADO,7958
ESCUELA BASICA GABRIELA MISTRAL,7959
ESCUELA RURAL LOS PELLINES,7961
ESCUELA RURAL LONCOTORO,7962
ESCUELA RURAL LINEA SOLAR,7966
ESCUELA RURAL COLEGUAL,7967
ESCUELA RURAL COLIGUAL SAN JUAN,7968
ESCUELA PARTICULAR N.239 LOS VOLCANES,7970
LICEO INDUSTRIAL CHILENO-ALEMAN,7973
ESCUELA ARTURO ALESSANDRI PALMA,7975
ESCUELA BERNARDO PHILIPPI,7976
ESCUELA RURAL LOS LINARES DE CASMA,7977
ESCUELA RURAL MARIO PEREZ NAVARRO,7978
ESCUELA RURAL PARAGUAY,7982
ESCUELA CARLOS SPRINGER NIKLITSCHEK,7987
ESCUELA PARTICULAR N. 244 MADRE DE DIOS,7989
ESCUELA RURAL COLONIA SAN MARTIN,7990
COLEGIO ICEBERG,7992
ESCUELA PARTICULAR N. 240 LA HUACHA,7993
ESCUELA PARTICULAR N.241 LA PAZ,7994
ESCUELA PARTICULAR N.245 SANTA ANA,7996
ESCUELA PARTICULAR N.247 EL RETAMO,7998
INSTITUTO ALEMAN DE FRUTILLAR,8000
LICEO POLITECNICO DE CASTRO,8001
LICEO GALVARINO RIVEROS CARDENAS,8002
ESCUELA LUIS URIBE DIAZ,8003
ESCUELA INES MUNOZ DE GARCIA,8004
ESCUELA AYTUE,8005
ESCUELA RURAL PEDRO VELAZQUEZ BONTES,8006
ESCUELA RURAL CURAHUE,8010
ESCUELA RURAL ANA NELLY OYARZUN CARTES,8012
ESCUELA RURAL MIRTA OYARZO VERA,8013
ESCUELA RURAL MANUELA CARDENAS BARRIA,8014
ESCUELA RURAL QUILQUICO,8019
ESCUELA RURAL PAUL HARRIS,8020
ESCUELA RURAL PUACURA,8021
ESCUELA RURAL ERMELINDA SANCHEZ DE CIFUENTES,8022
ESCUELA DE ADULTOS DE CASTRO,8023
ESCUELA RURAL OLINDA BORQUEZ BORQUEZ,8027
ESCUELA RURAL GAMBOA,8030
ESCUELA RURAL LA CHACRA,8031
ESCUELA RURAL INES BAZAN,8032
ESCUELA RURAL LA ESTANCIA,8033
ESCUELA RURAL LOS ANGELES,8036
ESCUELA RURAL LOS ROBLES,8037
ESCUELA RURAL SAN MIGUEL,8038
ESCUELA RURAL CAPILLA DE LOURDES,8040
LICEO DOMINGO ESPINEIRA RIESCO,8044
ESCUELA PUDETO,8046
ESCUELA ANEXA,8047
ESCUELA YERBAS BUENAS,8048
ESCUELA RURAL VILLA CHACAO,8049
ESCUELA FATIMA,8050
ESCUELA RURAL EL PALOMAR,8051
ESCUELA RURAL SENDA CHACAO,8053
ESCUELA RURAL MANAO,8054
ESCUELA RURAL GOLFETE DE QUETALMAHUE,8060
ESCUELA RURAL PUNTA CHILEN,8061
ESCUELA RURAL LA CAPILLA,8063
ESCUELA RURAL NAL,8071
ESCUELA RURAL QUILAR,8075
ESCUELA RURAL COGOMO,8080
ESCUELA RURAL CUMBRE DE LECAM,8082
ESCUELA RURAL FELIPE SANTANA,8083
ESCUELA RURAL SAN MIGUEL DE COÃIMO,8085
ESCUELA RURAL LUIS ALBERTO SEGOVIA ROSS,8092
ESCUELA RURAL CAIPULLI,8094
ESCUELA RURAL AGUAS BUENAS,8095
ESCUELA RURAL PUGUEÃUN,8096
ESCUELA RURAL COCOTUE,8099
ESCUELA RURAL SOL DEL PACIFICO,8100
ESCUELA RURAL HUELDEN,8102
ESCUELA RURAL BAHIA LINAO,8103
ESCUELA RURAL PUENTE PUNTRA,8104
LICEO BICENTENARIO DE ANCUD,8105
SEMINARIO CONCILIAR DE ANCUD,8108
LICEO COMERCIAL EL PILAR,8109
LICEO POLIVALENTE QUEMCHI,8111
ESCUELA RURAL JUAN VICTORINO TANGOL,8112
ESCUELA RURAL AQUELARRE,8113
ESCUELA RURAL LLIUCO,8114
ESCUELA RURAL MORRO LOBOS ALTO,8115
ESCUELA RURAL HUITE,8116
ESCUELA RURAL MONTEMAR,8117
ESCUELA RURAL AUCHO,8118
ESCUELA RURAL QUINTERQUEN,8120
ESCUELA RURAL SANTA ROSA,8121
ESCUELA RURAL PIDO,8122
ESCUELA RURAL CAUCAHUE,8124
ESCUELA RURAL AUCAR,8126
ESCUELA RURAL QUELER,8127
ESCUELA RURAL TOCOIHUE,8130
ESCUELA RURAL MALUCO,8131
ESCUELA DE AULIN,8132
ESCUELA RURAL LINDA VISTA,8133
ESCUELA RURAL CONEB,8134
ESCUELA RURAL TAC,8135
ESCUELA RURAL ARCHIPIELAGO,8136
ESCUELA RURAL CHENIAO,8139
ESCUELA RURAL SAN JOSE,8141
ESCUELA RURAL BORDEMAR VILLA MECHUQUE,8142
ESCUELA RURAL NAYAHUE,8143
ESCUELA RURAL CESAR GOMEZ GARCIA,8144
ESCUELA RURAL TEGUEL,8146
ESCUELA RURAL MALLINLEMU,8147
ESCUELA RURAL CARIHUEICO,8149
ESCUELA RURAL EL PRADO,8150
ESCUELA RURAL DALLICO,8155
ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA,8157
ESCUELA RURAL CALEN,8158
ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE,8159
ESCUELA RURAL CULDEO,8160
ESCUELA BASICA DALCAHUE,8161
LICEO ALFREDO DEL CARMEN BARRIA OYARZUN,8162
ESCUELA RURAL CHULLEC,8163
ESCUELA RURAL TOLQUIEN,8164
ESCUELA RURAL EDUARDO FREI MONTALVA,8165
ESCUELA RURAL VISTA HERMOSA,8166
ESCUELA RURAL HUYAR BAJO,8167
ESCUELA RURAL HUYAR ALTO,8169
ESCUELA RURAL SAN JAVIER,8170
ESCUELA RURAL HUENAO,8173
LICEO INSULAR,8174
ESCUELA RURAL CAPILLA ANTIGUA,8175
ESCUELA RURAL LA CAPILLA,8176
ESCUELA RURAL OSTRICULTURA,8177
ESCUELA RURAL FRANCISCO DE VILLAGRA,8179
ESCUELA RURAL ALAO,8180
ESCUELA RURAL METAHUE,8181
ESCUELA RURAL LA VILLA,8182
ESCUELA RURAL AMANECER 2000,8183
ESCUELA RURAL LLINGUA,8184
ESCUELA RURAL LOS PINOS,8186
ESCUELA RURAL LA CAPILLA,8188
ESCUELA RURAL TERESA CARDENAS DE PAREDES,8189
ESCUELA RURAL EL ESTERO,8190
ESCUELA RURAL SAN FRANCISCO,8191
LICEO PARTICULAR RAMON FREIRE,8194
ESCUELA PUQUELDON,8195
ESCUELA RURAL LAS LAGUNAS,8197
ESCUELA RURAL SAN JUAN DE LINCAY,8198
ESCUELA RURAL SAN AGUSTIN,8200
ESCUELA RURAL LAS CAMPANAS,8201
ESCUELA RURAL DETIF,8202
ESCUELA RURAL SANTA ROSA,8203
ESCUELA RURAL ICHUAC,8205
LICEO MANUEL JESUS ANDRADE BORQUEZ,8206
ESCUELA RURAL NOTUCO,8207
ESCUELA RURAL CURACO DE VILUPULLI,8208
ESCUELA RURAL QUITRIPULLI,8210
ESCUELA RURAL HUILLINCO,8211
ESCUELA RURAL EL PULPITO,8213
ESCUELA RURAL QUIAO,8214
ESCUELA RURAL PUCATUE,8216
ESCUELA RURAL TEUPA,8217
ESCUELA RURAL PINDACO,8219
ESCUELA RURAL CUCAO,8220
ESCUELA RURAL QUILIPULLI,8223
ESCUELA RURAL DICHAM,8224
ESCUELA RURAL CANAN,8225
ESCUELA RURAL QUINCHED,8226
ESCUELA RURAL CHANQUIN,8227
ESCUELA RURAL VILUPULLI,8228
ESCUELA RURAL RAUCO,8230
ESCUELA RURAL TERAO,8231
ESCUELA RURAL MIRAFLORES,8234
ESCUELA CHILHUE,8236
ESCUELA RURAL PAILDAD,8237
ESCUELA RURAL ALQUI,8238
ESCUELA RURAL INSTITUTO CORFO-PUREO,8239
ESCUELA RURAL ALVARO VARGAS MIRANDA,8241
ESCUELA RURAL JUAN BAUTISTA CHIGUAY,8243
ESCUELA RURAL DIAZ-LIRA,8244
ESCUELA RURAL NEPUE,8246
ESCUELA RURAL JUAN ANTONIO VERA DIAZ,8247
ESCUELA RURAL SAN JOSE DE TRANQUI,8251
ESCUELA RURAL DETICO,8254
LICEO RAYEN MAPU,8255
ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,8256
ESCUELA RURAL SAN ANTONIO DE CHADMO,8257
ESCUELA RURAL RIO MAULE,8258
ESCUELA RURAL QUILEN,8260
ESCUELA RURAL CHADMO CENTRAL,8261
ESCUELA RURAL COLCAO,8262
ESCUELA RURAL JOSE SANTOS LINCOMAN INAICHEO,8263
ESCUELA RURAL ADELA GARCIA GARCIA,8264
ESCUELA RURAL COCAUQUE,8265
ESCUELA RURAL HUELPUN,8267
ESCUELA RURAL OQUELDAN,8268
ESCUELA RURAL LASTENIA OYARZUN ANDRADE,8269
ESCUELA RURAL PUNTA PAULA,8271
ESCUELA RURAL SANTA ROSA,8272
ESCUELA RURAL COINCO ALTO,8273
ESCUELA RURAL CANDELARIA,8274
ESCUELA RURAL TRINCAO,8275
ESCUELA RURAL PIEDRA BLANCA,8276
ESCUELA RURAL SAN JUAN,8277
ESCUELA RURAL YELCHO,8278
ESCUELA RURAL CHAIGUAO,8281
ESCUELA RURAL COINCO,8284
ESCUELA RURAL AGUA FRESCA,8285
ESCUELA RURAL SAN ANTONIO,8286
ESCUELA RURAL AUCHAC,8287
ESCUELA RURAL YALDAD,8288
ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS,8289
ESCUELA RURAL KUME RUKA WEKETRUMAO,8290
ESCUELA RURAL NAYAHUE,8293
ESCUELA RURAL AUTENI,8294
ESCUELA RURAL CHUIT,8295
ESCUELA RURAL NUEVA ESPERANZA,8296
ESCUELA RURAL TALCAN,8298
ESCUELA RURAL CASA DE PESCA,8299
ESCUELA RURAL LOYOLA,8300
ESCUELA RURAL BUILL,8301
ESCUELA RURAL CHUMELDEN,8303
ESCUELA RURAL RIO AMARILLO,8304
ESCUELA RURAL CHANA,8305
ESCUELA RURAL VALLE EL FRIO,8306
ESCUELA RURAL HUEQUE,8307
ESCUELA RURAL POYO,8308
ESCUELA RURAL AYACARA,8309
COLEGIO MAURICIO HITCHCOCK,8310
ESCUELA RURAL AULEN,8311
ESCUELA RURAL PICHICOLO,8312
ESCUELA RURAL CATARATAS DEL ALERCE,8313
ESCUELA RURAL CANDELARIA,8314
ESCUELA RURAL SAN PEDRO,8315
ESCUELA RURAL LA POZA CONTAO,8317
ESCUELA RURAL QUILDACO BAJO,8318
ESCUELA RURAL VALLE HERMOSO,8319
ESCUELA RURAL MANIHUEICO,8320
ESCUELA RURAL CALETA EL MANZANO,8321
ESCUELA RURAL HUINAY,8322
ESCUELA RURAL N.745 SEMILLERO,8323
ESCUELA RURAL QUETEN,8324
ESCUELA ANTUPIREN,8325
ESCUELA RURAL SAN FRANCISCO,8326
ESCUELA RURAL QUIACA,8327
ESCUELA RURAL JUAN FRANCISCO MALDONADO BARRÃA,8328
ESCUELA RURAL CORDILLERA NEVADA,8329
ESCUELA PARTICULAR N.252 AULEN,8330
ESCUELA FUTALEUFU,8331
ESCUELA RURAL EL ESPOLON,8334
ESCUELA RURAL RIO AZUL,8335
ESCUELA RURAL EL LIMITE,8336
ESCUELA RURAL LAS ESCALAS,8337
ESCUELA RURAL LONCONAO,8338
ESCUELA ROBERTO WHITE GESELL,8339
ESCUELA RURAL RIO MALITO,8340
ESCUELA RURAL FRONTERIZA,8341
ESCUELA RURAL PUERTO RAMIREZ,8342
ESCUELA RURAL LA CASCADA,8344
LICEO JOSEFINA AGUIRRE MONTENEGRO,8345
ESCUELA VICTOR DOMINGO SILVA,8346
ESCUELA BAQUEDANO,8348
ESCUELA PEDRO QUINTANA MANSILA,8349
LICEO REPUBLICA ARGENTINA,8352
ESCUELA NIEVES DEL SUR,8353
ESCUELA RURAL PABLO CEA VASQUEZ,8354
ESCUELA RURAL PABLO NERUDA,8355
ESCUELA RURAL CON INTERNADO RIO BLANCO,8356
ESCUELA RURAL VALLE SIMPSON,8357
ESCUELA JOSE ANTOLIN SILVA ORMENO,8358
ESCUELA RURAL VALLE DE LA LUNA,8361
ESCUELA RURAL ARROYO EL GATO,8362
LICEO SAN FELIPE BENICIO DE COYHAIQUE,8365
COLEGIO LYON COLLEGE,8366
COLEGIO MATER DEI DE COYHAIQUE,8367
ESCUELA PARTICULAR SAN JOSE OBRERO,8368
ESCUELA AGRICOLA DE LA PATAGONIA,8369
ESCUELA MUNICIPAL VILLA AMENGUAL,8370
ESC.CON INTERNADO JOSE MIGUEL CARRERA,8371
ESCUELA RURAL CON INTERNADO LA TAPERA,8372
ESCUELA RURAL SOBERANIA RIO CISNES,8373
LICEO POLITECNICO DE AYSEN,8375
ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL,8376
ESCUELA AYSEN,8377
ESCUELA PEDRO AGUIRRE CERDA,8379
LICEO MANIHUALES,8380
ESCUELA CARLOS CONDELL,8382
ESCUELA ALMIRANTE SIMPSON,8384
ESCUELA GUIDO GOMEZ MUNOZ,8388
ESCUELA AMANDA LABARCA HUBERSTONE,8389
ESCUELA HAMBURGO,8390
ESCUELA EUSEBIO IBAR SCHEPELER,8391
LICEO MELINKA,8392
ESCUELA DE REPOLLAL,8393
LICEO LUISA RABANAL PALMA,8394
ESCUELA TULIO BURGOS RIVERA,8397
ESC. LIBERTADOR BERNARDO OÂ´HIGGINS RIQUELME,8398
ESCUELA DE PUERTO BERTRAND,8399
ESCUELA GABRIELA MISTRAL,8401
LICEO RURAL CERRO CASTILLO,8403
ESCUELA AONIKENK,8404
ESCUELA RURAL CARRETERA AUSTRAL,8405
ESCUELA MARIA ANTONIETA PARRA MONSALVE,8407
ESC. BASICA HERNAN MERINO CORREA,8408
ESCUELA PIONEROS DEL SUR,8409
ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO,8410
LICEO POLITECNICO LUIS CRUZ MARTINEZ,8411
ESCUELA LIB. BERNARDO OÂ´HIGGINS R.,8412
ESCUELA CORONEL SANTIAGO BUERAS,8413
ESCUELA CAPITAN JUAN LADRILLERO,8415
ESCUELA BAUDILIA AVENDANO DE YOUSSUF,8417
ESC. PROF. MIGUEL S. MONTECINOS C.,8419
ESC. DE CONCENTRACION FRONTERIZA DOROTEA,8420
LICEO SALESIANO MONSEÃOR FAGNANO,8421
LICEO MARIA MAZZARELLO,8422
ESC.HOGAR MUN.FRONTERIZA RAMON SERRANO M,8423
INSTIT.SUPERIOR DE COMERCIO JOSE MENENDEZ,8424
LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,8425
COLEGIO ANDINO,8426
LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,8427
LICEO LUIS ALBERTO BARRERA,8429
LICEO POLIVALENTE SARA BRAUN,8430
CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,8432
ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS,8433
ESCUELA ESPANA,8434
ESCUELA DIECIOCHO DE SEPTIEMBRE,8435
ESCUELA PORTUGAL,8436
ESC. CAPITAN ARTURO PRAT CHACON,8437
ESCUELA REPUBLICA DE CROACIA,8438
ESCUELA JUAN WILLIAMS,8439
ESCUELA HERNANDO DE MAGALLANES,8441
ESCUELA PEDRO PABLO LEMAITRE,8442
ESCUELA PATAGONIA,8444
ESCUELA PEDRO SARMIENTO DE GAMBOA,8448
ESCUELA ELBA OJEDA GOMEZ,8449
ESCUELA DELLAMIRA REBECA AGUILAR,8450
ESCUELA DE PUERTO HARRIS,8452
INSTITUTO DON BOSCO,8454
LICEO MARIA AUXILIADORA,8455
INSTITUTO SAGRADA FAMILIA,8457
ESCUELA PARTICULAR LA MILAGROSA,8458
THE BRITISH SCHOOL,8463
COLEGIO ALEMAN,8464
BERNARDO DE BRUYNE,8467
ESCUELA DIEGO PORTALES,8468
ESCUELA PUNTA DELGADA,8470
LICEO POLIVALENTE HERNANDO DE MAGALLANES,8474
ESCUELA LIBERTADOR BDO. OÂ´HIGGINS R.,8475
ESCUELA CERRO SOMBRERO,8479
ESCUELA IGNACIO CARRERA PINTO,8482
LICEO DONALD MC-INTYRE GRIFFITHS,8483
ESCUELA PUERTO TORO,8484
LICEO INSTITUTO NACIONAL,8485
ESCUELA VILLA LAS ESTRELLAS,8486
LICEO JAVIERA CARRERA,8487
LICEO ISAURA DINATOR DE GUZMAN,8488
LICEO BICENTENARIO TERESA PRATS,8489
LICEO NRO 2 MIGUEL LUIS AMUNATEGUI,8490
LICEO DE APLICACION RECTOR JORGE E SCHNE,8491
LICEO MANUEL BARROS BORGONO,8492
LICEO A-1 VALENTIN LETELIER,8494
LICEO CONFEDERACION SUIZA,8495
LICEO JOSÃ DE SAN MARTIN,8496
LICEO GABRIELA MISTRAL,8497
LICEO DARIO SALAS,8498
INTERNADO NACIONAL BARROS ARANA,8499
LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS,8500
LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,8501
LICEO COMERCIAL LUIS CORREA PRIETO,8502
INST.SUP.DE COMERCIO EDUARDO FREI M.,8503
LICEO TECNICO A NÂ° 27 CLELIA CLAVEL DINAT,8504
LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,8505
INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,8506
LICEO COMERCIAL JOAQUIN VERA MORALES,8507
LICEO POLIVALENTE JUAN A.RIOS,8508
LICEO PAULA JARAQUEMADA,8510
LICEO EXPERIMENTAL ARTISTICO B-65,8511
ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY,8513
LICEO ROSA ESTER ALESANDRI RODRIGUEZ,8514
ESCUELA BASICA CORNELIA OLIVARES,8515
LICEO ESTACION CENTRAL,8518
ESCUELA BASICA PEDRO AGUIRRE CERDA,8519
ESCUELA BASICA PROVINCIA DE CHILOE,8520
ESCUELA CARLOS CONDELL DE LA HAZA,8521
ESCUELA BASICA REPUBLICA DE COLOMBIA,8522
ESCUELA BASICA REPUBLICA DE PANAMA,8523
ESCUELA CADETE ARTURO PRAT CHACON,8530
