NOMBRE_ESTABLECIMIENTO,ROL_ESTABLECIMIENTO
ESCUELA BASICA BOCA DEL BIO BIO SUR,4615
ESCUELA BASICA MICHAIHUE,4616
COLEGIO GALVARINO DE LOMAS COLORADAS,4617
ESCUELA BASICA FUNDO CHANCO,4622
ESCUELA JOSE MIGUEL CARRERA,4626
COLEGIO PARTICULAR AURORA DE CHILE,4627
ESCUELA PARTICULAR PRESIDENTE GABRIEL GONZÃLEZ VIDELA,4628
ESCUELA PARTICULAR PEDRO DE ONA,4629
COLEGIO DEL SAGRADO CORAZON,4630
COLEGIO PARTICULAR ANDRÃS BELLO,4631
COLEGIO PARTICULAR SANTA INES,4633
COLEGIO LAGUNA REDONDA,4635
COLEGIO MARCELA PAZ,4636
ESCUELA PARTICULAR SANTA EMILIA,4639
COLEGIO PARTICULAR ALBORADA,4641
COLEGIO PARTICULAR JUAN BOSCO,4644
COLEGIO PARTICULAR EL LIBERTADOR,4645
COLEGIO SANTA SABINA,4646
COLEGIO PARTICULAR ALONSO DE ERCILLA,4647
ESCUELA BASICA MALVINA ROMERO VIDAL,4648
COLEGIO PARTICULAR EL ARRAYAN,4649
COLEGIO COLEGIO MARTÃN LUTHER,4650
COLEGIO ADVENTISTA DE CONCEPCION,4655
ESCUELA PARTICULAR INSTITUTO SAN PEDRO,4656
ESCUELA PARTICULAR MANQUIMAVIDA,4658
COLEGIO LA PROVIDENCIA,4659
ESCUELA PARTTICULAR SANTA CATALINA DE SIENA,4660
COLEGIO SAN IGNACIO,4662
COLEGIO MARIA INMACULADA,4663
COLEGIO SANTA EUFRASIA,4664
COLEGIO EDWARD,4665
COLEGIO SANTA LUISA DE CONCEPCION,4666
COLEGIO SAN PATRICIO,4667
LICEO SAN AGUSTIN DE CONCEPCION,4669
ESCUELA PARTICULAR EL NAZARENO,4670
LICEO TÃCNICO PROFESIONAL JORGE SÃNCHEZ UGARTE,4672
ESCUELA PARTICULAR ANDRES BELLO,4675
ESCUELA PARTICULAR SAN JOSE,4677
KINGSTON COLLEGE,4679
COLEGIO BAUTISTA DE CONCEPCION,4680
INSTITUTO DE HUMANIDADES ALFREDO SILVA S,4686
COLEGIO ALEMAN DE CONCEPCIÃN,4687
CHARLES DE GAULLE,4688
COLEGIO CONCEPCION,4689
COLEGIO CHILENO ARABE,4691
SAINT JOHNÂ´S SCHOOL,4694
SAN PEDRO NOLASCO,4698
LICEO INDUSTRIAL DE LA CONSTRUCCIÃN HERNÃN VALENZUELA,4700
LICEO ALMIRANTE PEDRO ESPINA RITCHIE,4702
LICEO INDUSTRIAL JUAN ANTONIO RIOS,4703
LICEO POLIVALENTE PEDRO DEL RÃO ZAÃARTU,4706
LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,4707
LICEO POLIVALENTE LAS SALINAS,4708
LICEO TECNICO,4709
ARTURO PRAT CHACON,4711
LICEO SANTA LEONOR,4712
ESCUELA THOMAS JEFFERSON D 465,4713
ESCUELA HELEN KELLER ADAMS,4714
LICEO SIMÃN BOLÃVAR,4715
LICEO TÃCNICO PROFESIONAL LUCILA GODOY ALCAYAGA,4717
ESCUELA REPUBLICA DEL PERU,4719
ESCUELA D NÂ° 475,4720
ESCUELA BLANCA ESTELA PRAT CARVAJAL,4722
ESCUELA MEXICO ESTADO DE GUERRERO,4723
ESCUELA BASICA LA DAMA BLANCA,4724
ESCUELA VILLA INDEPENDENCIA,4725
ESCUELA BASICA LAS HIGUERAS,4726
COLEGIO HUACHIPATO,4727
COLEGIO LOS CONDORES,4728
ESCUELA ALONKURA,4730
ESCUELA BÃSICA CRISTÃBAL COLÃN,4731
ESCUELA BASICA CRUZ DEL SUR,4732
LICEO ANITA SERRANO SEPULVEDA,4733
ESCUELA BASICA LIBERTAD,4734
ESCUELA CORNETA CABRALES,4736
COLEGIO BASICO VILLA ACERO,4737
C.E.I.A. HUALPENCILLO,4740
COLEGIO REMODELACION SIMONS,4742
ESCUELA BASICA CERRO CORNOU,4744
ESCUELA BASICA BUENA VISTA,4746
ESCUELA F 500 HUERTOS FAMILIARES,4747
ESCUELA REPUBLICA BOLIVARIANA DE VENEZUELA,4748
ESCUELA SANTA CLARA,4750
ESCUELA BASICA PENINSULA DE TUMBES,4753
ESCUELA BASICA CERRO SAN FRANCISCO,4754
COLEGIO CARMELA CARVAJAL DE PRAT,4758
COLEGIO BERNARDO OÂ´HIGGINS,4760
LICEO LA ASUNCION,4762
ESCUELA PARTICULAR MANUEL RODRIGUEZ,4767
ESCUELA ADVENTISTA DE HUALPEN,4772
ESCUELA PARTICULAR ENRIQUE MOLINA GARMENDIA,4774
ESCUELA PARTICULAR ESMERALDA,4777
COLEGIO PARTICULAR TALCAHUANO,4778
COLEGIO ADVENTISTA DE TALCAHUANO CENTRO,4779
ESCUELA BASICA ELIEZER,4781
CENTRO EDUCACIÃN EVANGÃLICO DE HUALPÃN,4782
COLEGIO SANTA BERNARDITA,4785
ESCUELA SANTA TERESITA,4786
COLEGIO MONTANER DE HUALPEN,4790
ESCUELA PARTICULAR DIEGO PORTALES,4791
COLEGIO SANTA CECILIA,4792
ARTURO PRAT CHACON,4796
SAGRADOS CORAZONES,4798
LICEO PENCOPOLITANO,4805
ESCUELA REPUBLICA DE ITALIA,4806
ESCUELA ISLA DE PASCUA,4807
ESCUELA PENCO,4808
ESCUELA EDUARDO CAMBELL SAAVEDRA,4809
ESCUELA ALMIRANTE JORGE MONTT ÃLVAREZ,4810
ESCUELA ALMIRANTE PATRICIO LYNCH,4811
ESCUELA LA GREDA,4812
ESCUELA VIPLA,4813
ESCUELA ETHEL HENCK DE GRANT,4814
ESCUELA BASICA PRIMER AGUA ABAJO,4817
COLEGIO PARTICULAR FUNNY SCHOOL,4818
ESCUELA PARTICULAR QUEEN ELIZABETH SCHOOL,4820
COLEGIO EL REFUGIO,4822
LICEO INDUSTRIAL DE TOME,4824
LICEO COMERCIAL DE TOME,4825
LICEO VICENTE ALBERTO PALACIOS VALDES,4829
LICEO REPÃBLICA DEL ECUADOR,4830
ESCUELA BASICA BELLAVISTA,4831
ESCUELA BASICA IGNACIO SERRANO MONTANER,4832
ESCUELA BASICA DICHATO,4834
ESCUELA BASICA ARTURO PRAT,4835
ESCUELA BASICA REPUBLICA DE PANAMA,4836
ESCUELA BASICA RAFAEL,4837
ESCUELA BASICA CARLOS MAHNS CHOUPAY,4838
ESCUELA BASICA COCHOLGUE,4839
ESCUELA BASICA Y ADULTOS CALIFORNIA,4840
ESCUELA BASICA CERRO ESTANQUE,4841
ESCUELA MARIANO EGANA,4842
ESCUELA BÃSICA LISA ENRIQUETA PETER TEUBNER,4843
ESCUELA BASICA MENQUE,4844
ESCUELA BASICA PUNTA DE PARRA,4845
ESCUELA BASICA SAN CARLITOS,4848
ESCUELA BASICA BURCA,4851
ESCUELA BASICA CALETA DEL MEDIO,4852
ESCUELA BASICA SAN FRANCISCO,4854
ESCUELA BASICA MILLAHUE,4855
ESCUELA BASICA CORONEY,4858
ESCUELA BASICA CHUPALLAR,4859
ESCUELA BASICA VEGAS DE COLIUMO,4860
ESCUELA BASICA SAN ANTONIO,4861
ESCUELA PARTICULAR MARGARITA NASEAU,4865
COLEGIO DOCTOR GUILLERMO VELASCO BARROS,4866
ESCUELA BASICA RAFAEL AMPUERO VILLARROEL,4867
COLEGIO PADRE LUIS AMIGO,4868
ESCUELA BASICA FLORIDA,4869
LICEO LUIS DE ALAVA,4870
LICEO COPIULEMU,4871
ESCUELA RAHUIL,4873
ESCUELA BASICA CANCHA DE LOS MONTERO,4875
ESCUELA BASICA PONEN,4877
ESCUELA BASICA PUENTE SIETE,4879
ESCUELA BASICA QUEBRADA LAS ULLOA,4882
ESCUELA BASICA SAN SEBASTIAN DE MANCO,4886
ESCUELA BASICA PENINHUEQUE,4889
ESCUELA BASICA VILLAMAVIDA,4890
ESCUELA PARTICULAR UNICORNIO,4896
LICEO SAN JUAN BAUTISTA DE HUALQUI,4897
ESCUELA MANUEL AMAT Y JUNIET,4898
ESCUELA BASICA EL MAITEN,4901
ESCUELA CARLOS ALBERTO FERNÃNDEZ CASTILLO,4902
ESCUELA BASICA RANGUEL,4904
ESCUELA QUINQUIBUENO,4905
ESCUELA SAN JOSE LA PALMA,4906
ESCUELA GOMERO,4907
ESCUELA ALEJANDRO VARELA SANTA MARIA,4908
ESCUELA PROFESORA JUANA SALGADO PARRA DE UNIHUE,4909
ESCUELA GUILLERMO BARBERI MASSA,4910
ESCUELA DE CHILLANCITO,4911
ESCUELA BARRANCAS JUNTAS,4913
ESCUELA LA CALLE,4915
ESCUELA SANTA SUSANA DE PICHACO,4917
ESCUELA AGUA CORTA,4918
ESCUELA SAN NICANOR,4920
ESCUELA ALONSO DE ERCILLA,4922
ESCUELA PARTICULAR SANTA CRUZ,4923
LICEO NUEVA ZELANDIA,4925
ESCUELA RECAREDO VIGUERAS ARANEDA,4926
ESCUELA COLICO ALTO,4927
ESCUELA ESPIGADO,4929
ESCUELA PODUCO ALTO,4932
ESCUELA CABRERA,4933
ESCUELA TORRE DORADA,4935
ESCUELA PURGATORIO,4936
ESCUELA CURAMAVIDA,4940
ESCUELA PODUCO BAJO,4941
ESCUELA TANAHUILLIN,4942
ESCUELA CHACAYAL,4943
ESCUELA LA GENERALA,4946
ESCUELA PARTICULAR CLORINDA AVELLO,4947
LICEO POLITECNICO ROSAURO SANTANA RIOS,4948
LICEO COMERCIAL PRESIDENTE FREI MONTALVA,4949
LICEO CARLOS COUSIÃO GOYENECHEA,4951
LICEO BALDOMERO LILLO FIGUEROA,4952
ESCUELA ISIDORA GOYENECHEA,4953
ESCUELA BASICA SANTA MARIA DE GUADALUPE,4954
ESCUELA BASICA KONRAD ADENAUER,4955
ESCUELA BASICA BELLO HORIZONTE,4956
ESCUELA BASICA THOMPSON MATTHEWS,4958
COLEGIO ANGEL DE PEREDO,4960
ESCUELA BASICA COLCURA,4961
C.E.I.A SAN LUIS DE POTOSI REPÃBLICA DE MÃXICO,4965
ESCUELA BASICA CENTENARIO,4967
ESCUELA BÃSICA CARABINERO ISAÃAS GUEVARA,4968
LICEO SANTA DORIS,4969
ESCUELA PADRE FRANCISCO DE CROZE,4970
INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,4973
ESCUELA PARTICULAR GETSEMANI,4974
LICEO INDUSTRIAL FUNDACIÃN FEDERICO SCHWAGER,4975
LICEO COMERCIAL ANDRES BELLO LOPEZ,4977
CENTRO EDUCACIÃN INTEGRADA DE ADULTOS SERGIO PERALTA MORALES,4978
LICEO CORONEL ANTONIO SALAMANCA,4982
LICEO YOBILO DE CORONEL,4983
ESCUELA ROSITA RENARD,4984
ESCUELA BASICA PLAYAS NEGRAS,4985
ESCUELA ROSA MEDEL AGUILERA,4986
ESCUELA BASICA JAVIERA CARRERA,4987
ESCUELA RAFAEL SOTOMAYOR BAEZA,4988
ESCUELA VICTOR DOMINGO SILVA,4989
ESCUELA AMBROSIO OÂ´HIGGINS,4990
ESCUELA REPUBLICA DE FRANCIA,4991
ESCUELA REMIGIO CASTRO ABURTO,4992
ESCUELA ADELAIDA MIGUIELES SOTO,4994
ESCUELA OCTAVIO SALINAS CARIAGA,4995
ESCUELA VISTA HERMOSA,4996
ESCUELA JORGE ROJAS MIRANDA,4997
ESCUELA ROSA YANEZ RODRIGUEZ,4998
ESCUELA BASICA RAMON FREIRE SERRANO,4999
ESCUELA ARTURO HUGHES CERNA,5001
ESCUELA JUAN JOSE LATORRE BENAVENTE,5002
ESCUELA FRANCISCO COLOANE,5003
ESCUELA ESCUADRON,5005
ESCUELA BASICA PATAGUAL,5006
COLEGIO PARTICULAR GABRIELA MISTRAL,5009
ESCUELA METODISTA,5010
COLEGIO PARTICULAR SAN PEDRO,5012
ESCUELA PARTICULAR SAN MARCOS,5015
COLEGIO PARTICULAR IGNACIO CARRERA PINTO,5016
ESCUELA GENARO RIOS CAMPOS,5019
COLEGIO ANIBAL ESQUIVEL TAPIA,5020
LICEO TÃCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÃAS DE LEBU,5021
ESCUELA PROFESOR ALAMIRO GALLEGOS MUÃOZ,5023
LICEO ISIDORA RAMOS DE GAJARDO,5024
ESCUELA PROFESORA REBECA CASTRO ARANEDA,5025
ESCUELA FRESIA GRACIELA MULLER RUIZ,5026
ESCUELA BOCA LEBU,5028
DOMINGO FAUSTINO SARMIENTO,5029
ESCUELA DR.ARNOLDO EBENSPERGER RICHTER,5031
ESCUELA ARTURO EBENSPERGER RICHTER,5033
ESCUELA LA FORTUNA,5034
ESCUELA ARMANDO ARANCIBIA OLIVOS,5035
ESCUELA RUCA RAQUI,5036
ESCUELA PEHUEN,5038
ESCUELA GUILLERMO RODRIGUEZ RIOBIO,5039
ESCUELA VILLARRICA,5040
ESCUELA PARTICULAR CERRO LA CRUZ,5046
ESCUELA LIBERTADOR GENERAL,5047
LICEO SAN FELIPE DE ARAUCO,5048
ESCUELA BASICA VICENTE MILLAN IRIARTE,5049
ESCUELA BÃSICA MARE NOSTRUM,5050
ESCUELA BÃSICA DE CARAMPANGUE,5051
ESCUELA LOS PINOS,5052
ESCUELA JORGE IVAN VALENZUELA ZUNIGA,5053
ESCUELA BASICA SAN PEDRO DE LARAQUETE,5054
ESCUELA VALLE RAMADILLAS,5055
ESCUELA BASICA CARLOS SAEZ SAEZ,5056
LICEO TÃCNICO PESQUERO FILIDOR GAETE MONSÃLVEZ,5057
ESCUELA HUGO CABRERA AGUIRRE,5059
ESCUELA ARMANDO WIESSE FUENTE-ALBA,5060
ESCUELA LOMAS DE ANGUILLAS,5062
ESCUELA FERMIN IBARRA FRITZ,5064
ESCUELA QUILANTRAL,5065
ESCUELA BASICA PASO LOS TEMOS,5066
ESCUELA MAR LOS PINOS,5067
ESCUELA DUIDICO,5068
ESCUELA BASICA ALTO YANI,5069
ESCUELA BASICA VALLE VERDE,5070
ESCUELA VALLE ARAUCO,5072
ESCUELA BASICA BRISAS DEL MAR,5073
ESCUELA BASICA CESAR MONSALVE FLORES,5074
ESCUELA CERRO COLORADO,5078
ESCUELA BASICA PEMEREHUE,5080
ESCUELA ALTO RAQUI,5081
LICEO SAN FRANCISCO DE ASIS,5082
COLEGIO ARAUCO,5083
LICEO POLIVALENTE MARIANO LATORRE,5084
ESCUELA RAMIRO ROA GONZALEZ,5085
ESCUELA CUATRO DE OCTUBRE,5086
ESCUELA COLICO SUR,5087
ESCUELA PABLO NERUDA,5088
ESCUELA BUENA ESPERANZA,5090
ESCUELA GABRIELA MISTRAL,5091
ESCUELA INDEPENDENCIA,5093
ESCUELA LOS CRUCEROS,5095
ESCUELA BAJO LOS RIOS,5097
ESCUELA TRONGOL ALTO,5099
ESCUELA PLEGARIAS,5100
ESCUELA SAN JOSE DE COLICO,5101
ESCUELA COLICO NORTE,5103
COLEGIO ALONSO DE ERCILLA,5104
LICEO POLITECNICO CAUPOLICAN,5105
ESCUELA FELIX EYHERAMENDY,5106
LICEO TÃCNICO PROFESIONAL SAN PABLO,5107
LICEO CLAUDIO FLORES SOTO,5109
ESCUELA PILPILCO,5110
ESCUELA ZAIDA ARANEDA VIGUERAS,5112
ESCUELA ORLANDO DELGADO ZUNIGA,5113
ESCUELA TEGUALDA DE RANQUILCO,5114
ESCUELA JOSE M.CAMPOS MENCHACA,5116
ESCUELA LOS GUALLES,5117
ESCUELA LAS DUNAS,5119
ESCUELA INDEPENDENCIA,5120
ESCUELA JOSE ULLOA FIERRO,5121
LICEO CRISTO REDENTOR,5122
ESCUELA BASICA CACIQUE FRANCISCO MELIN,5123
LICEO HUMANISTA CIENTÃFICO JOSÃ DE LA CRUZ MIRANDA CORREA,5126
ESCUELA LEONCIO ARANEDA FIGUEROA,5127
ESCUELA ARTURO PRAT CHACON,5128
ESCUELA BASICA RENE ANDRADES TOLEDO,5129
ESCUELA BASICA RUBI NELSON SILVA SALAS,5130
LICEO HOMERO VIGUERAS,5131
ESCUELA RICARDO COLOMA DIAZ,5132
ESCUELA BASICA LLONCAO,5133
ESCUELA BASICA LA GRANJA,5134
ESCUELA BASICA PAICAVI,5135
ESCUELA BASICA FEDERICO GANA,5140
ESCUELA BASICA SALTO DEL HUILLINCO,5143
ESCUELA BASICA GARCIA HURTADO DE MENDOZA,5145
ESCUELA BASICA TRES SAUCES,5147
LICEO GABRIELA MISTRAL,5150
ESCUELA PARTICULAR LUIS CRUZ MARTINEZ,5151
ESCUELA PARTICULAR EL RIO,5152
COLEGIO INSTITUTO SAN JOSE,5153
ESCUELA SAN LUIS DE CONTULMO,5154
LICEO POLIVALENTE NAHUELBUTA,5155
ESCUELA BASICA GALVARINO,5157
ESCUELA BASICA JUAN AGUILERA JEREZ,5158
ESCUELA HUALLEPEN BAJO,5159
ESCUELA HUIDE,5162
ESCUELA GRANO DE TRIGO,5163
ESCUELA HUALLEPEN ALTO,5165
ESCUELA CALEBU,5166
ESCUELA NAHUELBUTA ALTO,5167
ESCUELA VILLA RIVAS,5168
ESCUELA PICHIHUILLINCO,5169
ESCUELA HUILLINCO,5170
ESCUELA BASICA JUAN LAVIN ALVEAR,5172
ESCUELA EL ALAMO,5174
ESCUELA VILLA ELICURA,5175
ESCUELA MAHUILQUE,5176
ESCUELA BASICA PEDRO ETCHEPARE BORDA,5178
ESCUELA PARTICULAR NUEVA AURORA,5180
ESCUELA PARTICULAR HUILLINCO ALTO,5181
ESCUELA PARTICULAR COLLICO,5182
ESCUELA PARTICULAR VILLA HERMOSA,5186
ESCUELA PARTICULAR BUCHOCO,5188
ESCUELA PARTICULAR LICAUQUEN,5189
ESCUELA ANA MOLINA,5192
ESCUELA HECTOR ISAAC CARRASCO HELDT,5193
ESCUELA ELOISA GONZALEZ,5194
ESCUELA CERRO NEGRO,5195
ESCUELA PRIMER AGUA,5196
ESCUELA CASA DE PIEDRA,5197
ESCUELA ALTO QUILANTAHUE,5198
ESCUELA MAPODUNGUN,5202
ESCUELA AGUA DE MOLINO,5203
ESCUELA LOS MAQUIS,5204
ESCUELA CHILLIMAPU,5205
ESCUELA PONOTRO HENCHI AMULEI,5207
ESCUELA PARTICULAR LOS LINGUES,5208
ESCUELA PARTICULAR SANTOS CHÃVEZ DE CANIHUAL,5210
ESCUELA PARTICULAR RANQUILHUE,5211
ESCUELA PARTICULAR NUEVA LAS HUELLAS,5212
ESCUELA PARTICULAR LAS MISIONES,5213
ESCUELA PARTICULAR AILLINCO,5214
LICEO INDUSTRIAL B-5 ANGOL,5215
LICEO COMERCIAL ARMANDO BRAVO BRAVO,5216
LICEO ENRIQUE BALLACEY COTTEREAU,5218
LICEO TECNICO JUANITA FERNANDEZ SOLAR,5219
ESCUELA HERMANOS CARRERA,5220
ESCUELA BASICA NAHUELBUTA,5221
ESCUELA REPUBLICA FEDERAL ALEMANA,5224
COLEGIO MARÃA SYLVESTER RASCH,5225
ESCUELA DIEGO DUBLE URRUTIA,5226
ESCUELA JOSÃ ELÃAS BOLIVAR HERRERA,5227
ESCUELA VILLA HUEQUEN,5228
ESCUELA BASICA ARAGON,5229
ESCUELA BASICA MIGUEL LUIS AMUNATEGUI,5232
ESCUELA BASICA JUAN M. FERRIERE CAIRE,5233
ESCUELA REPUBLICA DE AUSTRIA,5248
ESC. BASICA MANUEL RODRIGUEZ,5249
ESCUELA REGIMIENTO HUSARES,5250
ESCUELA SANTA ADRIANA,5255
ESCUELA BASICA CHACAICO,5258
COLEGIO SAN FRANCISCO DE ASIS DE ANGOL,5264
COLEGIO ADVENTISTA DE ANGOL,5265
COLEGIO SAN JOSE,5266
ESCUELA AGRICOLA EL VERGEL,5267
LICEO POLITECNICO DOMINGO STA MARIA,5270
ESCUELA BASICA LOS NOGALES,5272
ESCUELA MUNICIP. LA NOBEL GABRIELA,5273
LICEO AGRICOLA FORESTAL MANZANARES,5274
ESC. BASICA JULIO MONTT SALAMANCA,5275
ESCUELA BASICA TOLPAN,5276
SAN FRANCISCO DE ASIS - RENAICO,5280
COMPLEJO EDUCACIONAL COLLIPULLI,5282
ESCUELA THOMAS ALBA EDISON,5283
ESCUELA BENJAMIN FRANKLIN,5284
ESCUELA BASICA VICTOR DURAN PEREZ,5286
ESCUELA MICHIGAN EL AMANECER,5288
ESCUELA F-90 RAÃL CASTRO MÃRQUEZ,5289
ESCUELA NICOLAS PEREZ CARDENAS,5290
ESCUELA BASICA MIGUEL HUENTELEN,5292
ESCUELA MUNICIPAL JOEL COLLÃO MORALES,5294
ESCUELA BASICA SAN ANDRES,5307
ESCUELA BASICA RIO AMARGO,5309
ESCUELA BASICA MAPUDANCO,5310
ESCUELA CHIGUAIHUE,5314
COLEGIO PARTIC. WOLFGANG AMADEUS MOZART,5315
ESCUELA PARTICULAR SN.JUAN DE LA AMERICA,5322
LICEO BRIGADIER CARLOS SCHALCHLI V.,5323
ESCUELA MUNICIPAL FRONTERIZA,5324
ESCUELA BASICA MALALMAHUIDA,5326
ESCUELA DE LIUCURA,5327
ESCUELA BASICA MITRAUQUEN,5328
ESCUELA BASICA CRUZACO,5329
ESCUELA BASICA MARIMENUCO,5331
ESCUELA BASICA LA ANGOSTURA,5332
ESCUELA DE ICALMA,5333
ESCUELA BASICA LOS PINOS,5336
ESCUELA DE SIERRA NEVADA,5337
ESCUELA DE TROYO,5339
ESC. BASICA LEONTINA VASQUEZ RIVERA,5340
ESCUELA BASICA DOMINGO CAMARGO,5341
ESCUELA PARTICULAR LONQUIMAY,5342
LICEO POLITECNICO C-12 CURACAUTIN,5343
LICEO LAS ARAUCARIAS,5344
ESCUELA LUIS CRUZ MARTINEZ,5345
ESCUELA OSVALDO FUENTES BARRERA,5346
ESCUELA PATRICIO CHAVEZ SOTO,5347
RAMON EDUARDO RAMIREZ HENRIQUEZ,5348
COLEGIO MANUEL BULNES PRIETO,5351
ESCUELA BASICA REPUBLICA DE MEXICO,5353
ESCUELA LOS PRADOS,5357
ESCUELA BASICA COLLICO,5358
ESCUELA BASICA LEFUCO,5360
ESCUELA RIO BLANCO,5362
ESCUELA BASICA ALEJO TASCON,5363
ESCUELA MANCHURIA,5364
ESCUELA JOSE CHANIN SILHY,5365
"ESC. BASICA SAN ARTURO, RADALCO ESTE.",5368
ESCUELA DE SANTA JULIA,5371
ESCUELA PARTICULAR SANTA ELENA,5372
ESCUELA PARTICULAR SANTA EMMA,5373
LICEO ALONSO DE ERCILLA Y ZUÃIGA,5374
ESCUELA BASICA SALVADOR ALLENDE,5375
ESCUELA BASICA SAN RAMON,5376
ESCUELA BASICA TEODOCIO URRUTIA,5378
ESCUELA TRICAUCO,5379
ECUELA FEDERICO RAYDET,5380
ESC. ASENTAMIENTO PABLO NERUDA,5381
ESCUELA MILLALEVIA,5382
ESCUELA CHACAIMAPU,5385
ESCUELA BASICA TEMOCUICUI,5386
ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA,5387
ESCUELA PARTICULAR NUPANGUE,5389
ESCUELA PARTICULAR SANTA ROSA,5391
ESCUELA PARTICULAR EL PROGRESO,5392
LICEO POLITECNICO MANUEL MONTT,5393
LICEO JORGE ALESSANDRI RODRIGUEZ,5394
ESCUELA MARCELA PAZ,5395
COLEGIO IGNACIO CARRERA PINTO,5396
ESCUELA HEROES DE IQUIQUE,5398
ESCUELA CLAUDIO MATTE,5403
ESCUELA HERNAN TRIZANO AVEZZANA,5404
ESCUELA SELVA OSCURA,5406
ESCUELA BASICA PATRICIO LINCH,5407
ESCUELA PAILAHUEQUE,5408
ESCUELA PEHUENCO,5410
ESCUELA MUNICIPAL MONICA GEBERT MEIER,5411
ESCUELA BASICA TOQUIHUE,5414
ESCUELA BASICA EL PORVENIR,5415
ESCUELA BASICA LAS CARDAS,5422
ESCUELA BASICA TRANGOL,5423
ESCUELA BASICA SAN LUIS,5424
ESCUELA BASICA SANTA ELENA,5425
ESCUELA BASICA COLO,5430
ESCUELA BASICA SAN PEDRO,5431
COLEGIO INSTITUTO VICTORIA,5434
COLEGIO SANTA CRUZ DE VICTORIA,5435
ESCUELA PARTICULAR LA ARAUCANA,5436
ESCUELA PARTICULAR BOLLILCO,5437
COMPLEJO EDUCACIONAL LUIS DURAND DURAND,5439
LICEO LUCILA GODOY ALCAYAGA,5440
ESCUELA REPUBLICA DE ISRAEL,5441
ESCUELA BASICA EMILIA ROMAGNA,5442
ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.,5444
ESCUELA DIEGO PORTALES,5446
ESC. BASICA ANIDIR,5449
ESC.BASICA QUILQUEN,5455
ESC. BASICA FUNDO QUINO,5459
ESC. BASICA REDUCCION TEMULEMU,5462
ESC. BASICA DIDAICO,5463
COLEGIO LOUIS PASTEUR,5465
ESCUELA PARTICULAR SANTA ROSA,5466
LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,5467
ESCUELA PARTICULAR LORENZO COLIPI,5469
ESCUELA BASICA REPUBLICA DE ITALIA,5470
ESCUELA F-174 VALLE DE LUMACO,5471
ESC. MUNICIPAL PICHIPELLAHUEN,5472
ESC. BASICA QUETRAHUE,5473
ESC. BASICA RALUN,5474
ESC. BASICA CHANCO,5479
ESCUELA RUCATRARO ALTO,5480
ESC. BASICA RUCAYECO,5482
ESC. BASICA BUTA RINCON,5485
ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA,5487
ESC. BASICA COMUDE,5490
ESC. BASICA REDUCCION CALBUDIR,5492
ESCUELA PARTICULAR LAS COLINAS,5493
ESCUELA PARTICULAR PICHI-LONCOYAN,5494
ESCUELA PARTICULAR QUILLUCO,5496
ESCUELA PARTICULAR GABRIELA MISTRAL,5499
ESCUELA PARTICULAR EL EDEN,5503
ESCUELA PARTICULAR CALBUCO,5504
ESCUELA GENERAL LAGOS,5506
LICEO MARIA AURORA GUINEZ RAMIREZ,5507
ESCUELA PEDRO DE ONA,5508
LICEO BICENTENARIO INDÃMITO DE PURÃN,5509
ESCUELA ENZO FERRARI,5510
ESC.BASICA PINGUIDAHUE,5512
ESC. BASICA TRANAMAN,5513
ESC. BASICA COYANCAHUIN,5516
ESC. BASICA CONUNHUENU,5518
ESC. BASICA IPINCO ALTO,5520
ESC. BASICA QUILACO,5521
ESC. BASICA HUITRANLEBU,5522
ESCUELA PELLAHUENCO,5523
ESC. BASICA EL LINGUE,5524
ESC. BASICA CAUPOLICAN,5525
ESCUELA PARTICULAR AGUA SANTA,5529
ESCUELA PARTICULAR TRULAUQUEN,5532
ESCUELA PARTICULAR SAN BERNARDO,5533
ESCUELA PARTICULAR LOS DERRAMES,5535
ESCUELA PARTICULAR PICHIHUENOCOLLE,5536
ESCUELA PARTICULAR REMEHUEICO,5537
ESCUELA GUSTAVO VASQUEZ DIAZ,5538
ESCUELA DE LOS SAUCES,5539
ESC. BASICA ELENA MULLER M.,5541
ESC. BASICA LINO BARBIERI CANTERGIANI,5542
ESC. BASICA SAN RAMON ALTO,5544
ESC. BASICA OSCAR CASTRO,5546
ESC. BASICA PIVADENCO,5548
ESCUELA BASICA VILLA TRINTE,5550
ESC. BASICA GUIDO GRANDE,5551
ESC. BASICA NAPADIR,5552
ESC. BASICA HUITRANLEBU,5554
ESCUELA VICENTE PEREZ ROSALES,5557
ESC. BASICA NININCO,5558
ESCUELA DE CENTENARIO,5561
ESC. BASICA PETRONA PAILLALEO,5563
INSTITUTO SUPERIOR DE COMERCIO,5565
LICEO INDUSTRIAL A-27 TEMUCO,5566
LICEO TECNOLÃGICO DE LA ARAUCANIA,5567
INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO,5568
LICEO GABRIELA MISTRAL DE TEMUCO,5569
LICEO PABLO NERUDA,5570
COMPLEJO EDUCACIONAL PADRE LAS CASAS,5574
ESCUELA ARTURO PRAT,5575
ESCUELA LLAIMA,5578
